Date,User,Number of likes,Tweeted from,Tweets
2022-10-31 09:38:00+00:00,SocialMListener,0,Twitter for Android,Guest includes Cop-out Rishi #COP27 https://t.co/mmJByiI6Zf
2022-10-31 09:37:55+00:00,bruceybhughes,0,Twitter for Android,"I want to know how Larry the Cat and @RishiSunak and @anmurty 's  pup is getting on ? ☺️
."
2022-10-31 09:37:55+00:00,Kayyvon65,26,Twitter for Android,@Sky1946o @EricDem53716063 @RishiSunak @ukhomeoffice https://t.co/2MunCZsyOn
2022-10-31 09:37:53+00:00,grasby_j,0,Twitter for iPhone,The Albanians could be removed immediately. They are not fleeing conflict or hardship. Most are criminals looking for criminal activity in this country. Many of us have been warning of a serious crisis for months. Here is is @RishiSunak @SuellaBraverman @Nigel_Farage https://t.co/Vf9KwdwDNz
2022-10-31 09:37:51+00:00,mkklion,0,Twitter Web App,Why Rishi isn't going to COP27.  #COP27 #RishiSunak #ToryChaos #ToryShambles https://t.co/VWklEJfO1Y
2022-10-31 09:37:46+00:00,kiwi_ste,0,Twitter for Android,"@RishiSunak could still attend COP27 climate summit? So he should the slimey toad. Pathetic not to. And needs to sack @SuellaBraverman ASAP #ToryCorruption #ToryLiars #COP27
https://t.co/ivVvzdAPmK"
2022-10-31 09:37:40+00:00,EnglishJoey17,0,Twitter for iPhone,@RishiSunak @Keir_Starmer https://t.co/D4m5hY5GZM
2022-10-31 09:37:39+00:00,Andy04638681,0,Twitter Web App,@RishiSunak @10DowningStreet @grantshapps https://t.co/AV7xT5td6i
2022-10-31 09:37:38+00:00,GrandadAlbert,0,Twitter for iPad,@RishiSunak @SuellaBraverman @GBNEWS @SkyNews https://t.co/8gUJP73oyI
2022-10-31 09:37:35+00:00,AliceBeddoes,0,Twitter Web App,"It would make a pleasant change to have political leaders in the UK with a little backbone. Having decided you're not going to #COP27, @RishiSunak, stick to it."
2022-10-31 09:37:33+00:00,keanespirit,2,Twitter Web App,"@bmay @RishiSunak It's not because #Sunak has changed his mind, it's because the ones pulling his strings have."
2022-10-31 09:37:27+00:00,LubyLou64th,0,Twitter for Android,"@RishiSunak @LulaOficial An 'Elected' Leader.
Let the people decide.
#GeneralElectionN0W"
2022-10-31 09:37:26+00:00,AJRHamilton,0,Twitter for iPad,@AlStewartOBE @RishiSunak Exactly- it’s just something the left wing media have dreamt up to harass the Government ! Just getting to this conference will change the climate !
2022-10-31 09:37:24+00:00,solankineha,0,Twitter for iPhone,@HerrHankyPanky I know but blame as in fire people involved and jail rishi bagree🤔
2022-10-31 09:37:23+00:00,Covidliarkenny,0,Twitter Web App,@RishiSunak @LulaOficial https://t.co/jZYCmGuWfH
2022-10-31 09:37:21+00:00,bobflemming2021,2,Twitter for Android,"@Katie23626427 @DaveAtherton20 @SuellaBraverman @RishiSunak needs to cut the MSM out of any Tory policy flip flopping.

Stick with @SuellaBraverman  leave her to do the job she was hired for.

Don't be a Johnson May Truss by knee jerk sackings.
It only makes you look week."
2022-10-31 09:37:20+00:00,viewvalley,0,Twitter for Android,@Aiannucci @RishiSunak WORST GOVERMENT IN HISTORY LED BY WORST PRIME MINISTERS IN HISTORY NEVER FORGET COVID PARTYGATE AFGHANISTAN 37B TEST&amp;TRACE PPE FRAUD NOT FEEDING KIDS UC BREXIT LIES LIEING HOC &amp; QUEEN PATTERSON SEWAGE ENERGY NON DOM NI STOLE WASPI💷 TRIPLE🔒 RUSSIAN💷 LEBEDEV REFUGEES RWANDA 👇 https://t.co/zBPG4maSSH
2022-10-31 09:37:20+00:00,MissBelleCloche,0,Twitter Web App,"@CormacThompson6 @sosfromthekids @WorldElijahs I would suggest this is as the theme tune for #COP27 @RoyalFamily @RishiSunak @AlokSharma_RDG 
@AttenboroughSir @BBCSpringwatch  @ChrisGPackham 
Our children want action!"
2022-10-31 09:37:19+00:00,elmoputneyVs,0,Twitter for Android,"Come in @RishiSunak your time is up, time for a #GeneralElectionNow
#Bravermanout she is a dangerous liability and cannot be trusted, none of you can, off you pop"
2022-10-31 09:37:18+00:00,blythie7,1,Twitter for iPhone,@SuffolkRoyal @Nigel_Farage Yes @RishiSunak @SuellaBraverman
2022-10-31 09:37:18+00:00,JulesTerry7,0,Twitter for Android,@Joshuwaaahh @RishiSunak @LulaOficial I was going to comment but then I read your bio .... I'm glad I'm the age that I am.
2022-10-31 09:37:16+00:00,dunleavy138,1,Twitter for Android,@CFCA1_ @RishiSunak @LulaOficial https://t.co/3ungVm8q6L
2022-10-31 09:37:14+00:00,serious_country,1,Twitter for iPhone,@iainmartin1 But if Rishi does it the guardian says “it’s a failure of leadership” “climate denier”
2022-10-31 09:37:14+00:00,HD91991,0,Twitter Web App,.@RishiSunak https://t.co/kS3jz46iiE
2022-10-31 09:37:13+00:00,ozzyosbourne56,0,Twitter for Android,"@Rob_Kimbell See this Rishi Sunak &amp; Kier Starmer. 
Climate change doesn't exist. 
Stop with all your lies.
You've all lied about a Scandemic. 
You've all lied about deadly vaccines. 
Boris. His government &amp; advisers. 
Liz Truss 
Keir Starmer. 
Have all committed Murder with these deadly Jabs."
2022-10-31 09:37:12+00:00,Gilly09934700,0,Twitter for iPhone,A clear signal @RishiSunak has tied himself into a deal with @SuellaBraverman  putting ego/party before national security/country. Never been a better time for @getprdone to come to the fore before we implode @Keir_Starmer needs to commit before the next GE for all our sakes
2022-10-31 09:37:12+00:00,seontan,0,Twitter Web App,"Swimming in turds. How romantic.
Sewage #Dump #Cornwall 
@SouthWestWater @RishiSunak https://t.co/0yKpovDGei"
2022-10-31 09:37:09+00:00,KevintheLong,1,Twitter Web App,"Meanwhile, back at Rishi's Halloween pool party, where he's doing the backstroke, Hancock doing bellyflops, Suella in the deep end, Truss worried about leaks, Coffey sipping her cocktail from a permanent glass and Johnson doing the breast stroke, or summit."
2022-10-31 09:37:07+00:00,DexterDenny2,0,Twitter for Android,"Love that @RishiSunak and his party are looking after those on UC, but what about us students?! Or do we not matter"
2022-10-31 09:37:05+00:00,humbleone2016,0,Twitter for Android,"@CarolineLucas @bbclaurak Please delegate tasks  @Jeremy_Hunt #chancellor @DominicRaab go  @COP27P . An opportunity to ""tell it like it is "" Trust me. @RishiSunak .
3 pm. Heavy snowfall warning over Suffolk.The Boss says""Ken it's time to go home"" Me. Thanks Boss, I will stay (11pm). SNOW knees deep."
2022-10-31 09:37:02+00:00,fleetstreetfox,24,Twitter Web App,Rishi has a well-trained dog. He is already 80 points ahead of Boris in my estimation. https://t.co/KgfUNJtl3L
2022-10-31 09:37:02+00:00,Sabalaka9,0,dlvr.it,Karren Brady blasts Rishi Sunak's 'ridiculous' decision to block King Charles from Cop27 https://t.co/nwzzIkJCqr
2022-10-31 09:36:57+00:00,angelah91110300,1,Twitter for Android,"@aroma1611 @MozMorris4 @RishiSunak @LulaOficial He does not need to go to the cop meeting,they are coming to the king and rishi."
2022-10-31 09:36:57+00:00,giaborgdarcy,0,Twitter for Android,"#RishiSunakPM A rapresentative can go to COP27 too much work to be done in UK.  If there is no strong economy, no economic growth,  there is no way to drive the sustainibility agenda therefore Rishi is right in not going, his place is here right now to sort urgent issues here."
2022-10-31 09:36:47+00:00,yogeshjaiswal99,0,Twitter for Android,@RishiSunak @LulaOficial @yogeshjaiswal99 https://t.co/7E3R0qlS9d
2022-10-31 09:36:38+00:00,Bluefire1John,0,Twitter Web App,"@RishiSunak @SuellaBraverman Why are you in hiding, you afraid of being held to account over your lack of action regarding illegal migrants? You are doing Labours job for them, open borders. Deport, or lose the next GE. I reckon a pot of Tories will dump you, rightly so,"
2022-10-31 09:36:38+00:00,CFO_NHS,0,Twitter for iPhone,@SilentErnest @atiqmalikawan @Ready4Rishi @RishiSunak So where is the problem.  Can a Hindu be a British citizen ? Can an immigrant be highly educated competitive and have support of more than 200 MPs.  Where is the problem ?
2022-10-31 09:36:36+00:00,Synchronicity34,2,Twitter for iPhone,"The difference here?
The general British public don’t pay Rishi Sunak lots of funds, oil corporations do though. Of course that creates no conflict of interest at all. None. Not even a bit. Nada. 🤨 https://t.co/16W4URUu2k"
2022-10-31 09:36:35+00:00,NetZeroWatch,47,Twitter Web App,"Rishi Sunak is reconsidering his decision to miss the Cop27 climate conference after Boris Johnson indicated he could attend in person. The new PM is already letting green activists and their media allies control his decisions. 

#CostOfNetZero

Read more: https://t.co/V0HIOAdCpv https://t.co/PiDybeA0wW"
2022-10-31 09:36:35+00:00,Nollybags,1,Twitter for iPhone,"NO to scrapping maternity leave
NO to privatising the NHS
NO to taking away our human rights
NO to more austerity
NO to the @conservatives
@RishiSunak #ToriesOut #EnoughIsEnough #GeneralElectionN0W"
2022-10-31 09:36:31+00:00,Emmadw,1,Twitter Web App,@Trump_ton Looks like it’s ready to eat Rishi …
2022-10-31 09:36:29+00:00,DarrylJohnston1,0,Twitter for iPhone,@RishiSunak @LulaOficial How about promoting democratic values in UK first ?
2022-10-31 09:36:28+00:00,KassaEliass,0,Twitter for Android,@ben_hayet12 @POTUS @SecBlinken @SFRCdems @SenatorMenendez @vickyford @RishiSunak @UNOSAPG @JosepBorrellF Ethiopians soldiers happily kill terrorit TPLF
2022-10-31 09:36:27+00:00,13Casers,0,Twitter for iPad,@williamstablef1 @SouthWestWater @thisischerilyn @sewageuk @sascampaigns @RishiSunak
2022-10-31 09:36:27+00:00,Stephen14520001,0,Twitter for Android,"Aaaaa 36,000 migrants 'stuck in hotels' poor buggers bet the heating is on and they get fed...let's put some of our aged population in there and help them out , those that can't afford to heat their homes and feed themselves , bloody national disgrace @RishiSunak"
2022-10-31 09:36:26+00:00,CardyWaste,0,Twitter Web App,"All those billions to #UkraineWar and we can't protect our own Borders from Criminal Hordes @RishiSunak.

https://t.co/f2PkEKmowU"
2022-10-31 09:36:21+00:00,iamraisini,4,Twitter for iPhone,"U.K. Home Secretary @SuellaBraverman &amp; @RishiSunak want to keep ‘poor’ Asylum seekers out of the U.K. calling them ‘criminals’ but yet allows ‘Rich’ convicted criminals like @MaryamNSharif and her father @NawazSharifMNS live in the U.K. 

https://t.co/O2NQiyChKw"
2022-10-31 09:36:20+00:00,EarlofBirkenhed,4,Twitter for iPhone,"@mikegalsworthy @ProfKlausSchwab still controls. @vonderleyen Macron, Rutte, Scholtz @RishiSunak  @Keir_Starmer @JustinTrudeau etc and still relies on servants like you to keep the totalitarian agenda on track"
2022-10-31 09:36:16+00:00,andrewsduncan1,0,Twitter for iPad,Monday papers: Tobacco giants pay £7bn in taxes to Putin’s Russia and struggling energy suppliers thrown financial lifeline in boost for Rishi Sunak. #BusinessNewsRoundup  https://t.co/nHcbD6mL8V
2022-10-31 09:36:15+00:00,pan05ther,0,Twitter for iPhone,"@Mark_Spencer @RishiSunak Well that went down well. Earning trust, honesty, integrity blah blah blah, then appoints @SuellaBraverman #ToryShambles #ToriesUnfitToGovern"
2022-10-31 09:36:14+00:00,blythie7,0,Twitter for iPhone,@DavidPa99715224 @Nigel_Farage @RishiSunak @SuellaBraverman
2022-10-31 09:36:12+00:00,davemacfrombath,0,Twitter for iPhone,"@AlStewartOBE @RishiSunak Remember when you used to read the news from an autocue? Remember all the meetings of heads if state you covered? Did it never occur to you then, to ask why they were happening?"
2022-10-31 09:36:06+00:00,cryptoJemstar,0,Twitter for iPhone,"@LBC @NickFerrariLBC Why is know one speaking out about CBDC, central bank digital currency..??  Or the fact that the tec company that will be supporting this is none other then rishi father in law that stands to make billions.??  Cbdc, will have full control on what and how we spend or money."
2022-10-31 09:36:02+00:00,Covidliarkenny,0,Twitter Web App,"@RishiSunak @LulaOficial you aren't interested in protecting the planet's natural resources, be honest for once."
2022-10-31 09:36:02+00:00,ShepherdDelaine,4,Twitter for Android,@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab This country has let in 40000 illegal immigrants roughly the size of Wokingham or Prescott let that sink in that's this year and the years not over yet....shakes.my.fuking head.
2022-10-31 09:35:59+00:00,fitzwis,4,Twitter for iPhone,@1BJDJ @RishiSunak @LulaOficial https://t.co/HN7oo7YG9h
2022-10-31 09:35:55+00:00,Heather22311814,5,Twitter for Android,@apple_shwn Yes @RishiSunak this situation is untenable.
2022-10-31 09:35:53+00:00,Blade9121,1,Twitter for Android,@SM_is_poop @StanVoWales @SuellaBraverman @RishiSunak Use a very short rope 🙂
2022-10-31 09:35:52+00:00,Peter52961291,1,Twitter for iPhone,@mbga_uk Refuse to pay taxes till the Government stop mismanaging your money @RishiSunak
2022-10-31 09:35:50+00:00,DonaHilaria,1,Twitter Web App,"@Andrew_Adonis ""Rishi Sunak is reconsidering his decision to miss the Cop27 climate conference after Boris Johnson indicated he could attend in person and King Charles announced a reception for environmentalists at Buckingham Palace."" He couldn't miss out on a recep. at Buck Hutch, could he?"
2022-10-31 09:35:49+00:00,amwt2020,1,Twitter for iPhone,"@A_3D_AM @gllnkk @RishiSunak @LulaOficial The rate of deforestation was also bad under Lula…. Not sure which pipe people are smoking. He is corrupt. No ifs, no buts."
2022-10-31 09:35:45+00:00,wild_julian,1,Twitter for iPhone,@MarinaPurkiss Do you think @RishiSunak sat in his office &amp; said “who is the best MP we can put in charge of the UK’s vital food industry?”…”I know…Mark Spencer…he was once a young farmer…just the man”🤡
2022-10-31 09:35:45+00:00,misterfibuli,0,Twitter for iPhone,@RishiSunak @lewis_goodall @LulaOficial Bet the ERG are frothing at the mouth.
2022-10-31 09:35:41+00:00,suehen4941,0,Twitter for iPhone,"Rishi Sunak is worth almost $850 million, making him Britain's richest prime minister. Here's why that could be a big problem. https://t.co/IayY3y1pwy"
2022-10-31 09:35:39+00:00,TrendingICP,0,What's Trending ICP,#ICP RT @Rishi__Chadha: The #internetcomputer community needs to move fast and adopt the world’s first decentralised #TikTok on #icp… https://t.co/FILhZJ14bv
2022-10-31 09:35:39+00:00,IamManasiS,2,Twitter for Android,@jordan10RK @tannu65_ The torch bearer of nepowood's step son talking about papa made. Atleast the father son duo is talented unlike ur fav. Rishi Kapoor literally calling Hrithik the benchmark n set standard for bollywood.
2022-10-31 09:35:39+00:00,gingercake31,0,Twitter for iPad,"@RishiSunak @LulaOficial So ask King Charles to attend COP 27, go yourself, and start repairing the damage Johnson et al inflicted on 🇬🇧’s reputation for Standards/proper conduct/good governance by replacing your Home Secretary."
2022-10-31 09:35:36+00:00,JonBuxton2,0,Twitter for iPhone,@Aiannucci @jemmaforte @RishiSunak Precisely this. ⬆️
2022-10-31 09:35:33+00:00,JoJoWildBlonde,1,Twitter Web App,"I think Rishi will be going. He can't have Boris showing him up, can he? https://t.co/2ZyIVadlMV"
2022-10-31 09:35:32+00:00,JulieDr17118733,0,Twitter for iPhone,@SueSuezep @RishiSunak Ask yourself please 🙏 is Suella Braverman thé nemesis of your political career?
2022-10-31 09:35:32+00:00,chipk0,2,Twitter for Android,"#GeneralElection2022 #GeneralElectionNow but @RishiSunak doesn't have the courage to do it. He made silly mistakes, the biggest being #LeakySue ... now with security breaches and coverups of @trussliz hack it needs to happen NOW"
2022-10-31 09:35:31+00:00,JulesTerry7,0,Twitter for Android,@cbarber8712 @nimz_ga @RishiSunak @LulaOficial Isn't that the norm with all parties??
2022-10-31 09:35:28+00:00,Deanmadalba,2,Twitter for Android,"@RishiSunak @10DowningStreet @LulaOficial ""democratic values"" 
From a Conservative Party Prime Minister who won't let Scotland's population decide if we want to remain in this Union...?
#detestthetories"
2022-10-31 09:35:23+00:00,tartanpirate1,0,Twitter for Android,"@RishiSunak get something done about this fast. Or are we just importing Albanian gangs now, your primary responsibility is security of the nation. Thought you had this sorted @SuellaBraverman? https://t.co/79HHhJ8cMR"
2022-10-31 09:35:23+00:00,cashinol,0,Twitter for iPad,@rishi_syd Thank you.I will 😀
2022-10-31 09:35:22+00:00,OluOgunnowo11,0,Twitter for Android,"@bmay @RishiSunak Sincerely hope not. #COP27 will not heat your homes this winter, domestic solutions will. @RishiSunak must show strength in protecting domestic priorities over academic talk shops"
2022-10-31 09:35:22+00:00,nigelbetts,1,Twitter for iPhone,@AlStewartOBE @RishiSunak On that basis is there any reason for anyone to go ? What a ridiculous argument.
2022-10-31 09:35:21+00:00,basemosquito,0,Twitter for Android,I am sure he is going to be a good one. 👍 @RishiSunak
2022-10-31 09:35:21+00:00,DrHannahWhite,20,Twitter for iPhone,Happy Monday everyone! Good to start the week with an @instituteforgov expert briefing on how @RishiSunak can make a success of his government with @gemmatetlow @Samfr @Emma_Norris @cath_haddon and @jillongovt 👍 https://t.co/3HbHnolK0w
2022-10-31 09:35:21+00:00,CodeNameLineMan,0,Twitter for Android,Narayan Murti to Rishi😝 https://t.co/6XcQv8hVwH https://t.co/4MhM8JubqA
2022-10-31 09:35:19+00:00,Politics4AR,0,Twitter for Android,@AlStewartOBE @RishiSunak Fair point. He is pretty useless.
2022-10-31 09:35:12+00:00,JohnFrankland18,0,Twitter for Android,@AlStewartOBE @RishiSunak More BA Air Miles.
2022-10-31 09:35:12+00:00,DianaHarding7,0,Twitter Web App,"@trainman1958 @johnredwood @RishiSunak Heads of state didn't use to attend until they realised this was another gravy train that they could jump on. 
In fact, only 3 (out of 26) events have been attended by UK PMs (Brown, Cameron &amp; Johnson). Wouldn't you prefer relevant ministers attended? 🙄"
2022-10-31 09:35:10+00:00,YonderVengeance,1,Twitter Web App,@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab The lot of them are ineffective. Just some positive action would be a good start - not holding my breath!
2022-10-31 09:35:08+00:00,johniebnose,1,Twitter Web App,"@LizKershawDJ If we put the homeless people on a coach and got them to pose in Dover by a dinghy, they would be whisked to a comfortable hotel with 3 square meals a day.
@RishiSunak time to deport the illegals and look after our own."
2022-10-31 09:35:08+00:00,openDemocracy,17,Echobox,"OPINION: As Rishi Sunak skips COP27, Keir Starmer’s party should prepare to make a green agenda its top priority https://t.co/UCicbjv8G8"
2022-10-31 09:35:08+00:00,Albert_Steptoe,0,Twitter for iPhone,@RishiSunak @SuellaBraverman our Government are allowing the import if these savages! There will be an uprising if this doesn’t stop as citizens are fed up of these illegals coming over the channel costing £6M/day of our money while we freeze! #StopChannelImmigrantsNow https://t.co/JoAhFRLhZ1
2022-10-31 09:35:05+00:00,AlisonP51046392,0,Twitter for Android,"Another u-turn, anyone still trust the @Conservatives
@OfficialEUA
BBC News - Rishi Sunak could still attend COP27 climate summit
https://t.co/7qYEQdiRKr"
2022-10-31 09:35:05+00:00,wildkippers,0,Twitter for iPad,It says it all - ⁦@RishiSunak⁩ doesn’t want to damage his far right dogma driven credentials - Global anger at Sunak’s Cop27 snub that raises fears over UK’s stance https://t.co/nB5IdQOREP
2022-10-31 09:35:04+00:00,robertr653,0,Twitter Web App,@jemmaforte So blame the NHS . Whats cruel about the immigration policy .They bring disease . The Tories are catching up under Rishi
2022-10-31 09:35:00+00:00,DarrenEwers,0,Buffer,Northern Ireland faces another pointless election thanks to London’s Brexit mess. Rishi Sunak can begin to make #Britain a serious country again by trying to make the NI protocol work But will he? https://t.co/SBCI0EiUL5 #Brexit #BrexitBrokeBritain #BrexitShambles #BrexitDisaster
2022-10-31 09:34:59+00:00,Johnbhoy712,0,Twitter for Android,@RishiSunak @LulaOficial At least he won an election
2022-10-31 09:34:57+00:00,Wayne_Studley,0,Twitter Web App,@DrHoenderkamp @RishiSunak Slime - just slime
2022-10-31 09:34:56+00:00,i_nautilus,3,Twitter Web App,"@AlStewartOBE @RishiSunak 🤦ffs.

It's called showing leadership and support in the face of humanity's biggest challenge."
2022-10-31 09:34:56+00:00,boldgrey,1,Twitter for Android,"@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab BBC radio 5 discussion on this now ,guess what?
Biased Broadcasting again ."
2022-10-31 09:34:56+00:00,cortina,0,Twitter Web App,"Cruella the Coward now has to decide, face the Commons and risk questions about her security record or continue running away and bring more strife for @RishiSunak 
#TickTockTickTock https://t.co/14d6K9UW1F"
2022-10-31 09:34:53+00:00,thomashoylehk,0,Twitter for iPhone,@guardian “She’s made an error of judgment and will take 6 days off her work.” - PM Rishi Sunak
2022-10-31 09:34:48+00:00,TickTockBooom,1,Twitter Web App,@RishiSunak @LulaOficial https://t.co/H1S6ggOCkQ
2022-10-31 09:34:47+00:00,marktenjag,0,Twitter for iPhone,"@AlStewartOBE @RishiSunak Nothing will be achieved. Its a regular, scheduled junket and jolly for high-ups who discuss a problem that is a natural phenomenon - paid for by taxpayers."
2022-10-31 09:34:46+00:00,mramorgan,1,Twitter for Android,"Shame on you, @RishiSunak, for not allowing King Charles to attend #COP27. 

#SunakOut #ToriesOut #EnoughIsEnough https://t.co/gC3gkqLQlr"
2022-10-31 09:34:42+00:00,AntonyGWrites,0,Twitter for Android,"All this rhetoric about Sunak ""Taking the hard decisions""...

That means that funding social services and healthcare is the EASY decision!

Take the easy decision, Rishi!

#UKPolitics #SocialJustice #NHS #ToryCorruption #PeopleNotProfit"
2022-10-31 09:34:41+00:00,Shailubha007,0,Twitter for Android,"@RishiSunak @LulaOficial 🙏🏼🙏🏼🙏🏼
आदरणीय श्री सादर नमस्कार  👌👍"
2022-10-31 09:34:40+00:00,DD98209210,0,Twitter for iPhone,@mjtward19 @RishiSunak #GeneralElectionNow
2022-10-31 09:34:37+00:00,Tanga_ba,0,Twitter for iPhone,@RishiSunak
2022-10-31 09:34:34+00:00,sharonelaine66,1,Twitter for Android,@danoflee1066 @cheekyblinder11 @JustineClaire65 @PaulBrandITV @RishiSunak He's  in with them
2022-10-31 09:34:33+00:00,WPage14,0,Twitter for Android,@RishiSunak @LulaOficial Imagine being elected by the country to lead them not a small group of people who directly benefit. What a strange concept.
2022-10-31 09:34:32+00:00,BurtOHare,1,Twitter for iPad,@JeremyWDunn Ghoulies &amp; scary clown ghosties… Thanks Jeremy! Little clown Rishi going backward &amp; forward all day long 🎃 https://t.co/OearO6hlLm
2022-10-31 09:34:32+00:00,Orayvaar,1,Twitter for iPhone,What’s Rishi Sunak doing about the consistent red arrows some of us are experiencing on FPL?
2022-10-31 09:34:31+00:00,brillcubes,0,Twitter for Android,@PixieSteven @DrHoenderkamp @RishiSunak 🤣🤣🤣
2022-10-31 09:34:31+00:00,pawlbird,0,Twitter for Android,@OMalleyWilliam @plav1951 @AlStewartOBE @RishiSunak But as well over half the population have negligible co2 footprint UK is actually below average. Using statistics the way you have is the same as saying over half the country supports arsenal ( on the basis they don't support anyone else)
2022-10-31 09:34:26+00:00,sas99,0,Twitter for iPad,@AlStewartOBE @RishiSunak You have to ask? Really?
2022-10-31 09:34:25+00:00,MAPICC2021,1,Twitter for iPhone,"@RishiSunak @MozMorris4 @LulaOficial Then please stop financing the deforestation of the Amazon rainforest and cerrado regions! No one wants to talk about the main culprit (cattle farming) and supporters across the globe!👇

https://t.co/yRBouy85uS"
2022-10-31 09:34:17+00:00,caroleluck,1,Twitter for Android,. @RishiSunak @SuellaBraverman this is a HUGE mess. Please sort it and sort it now. cc @Conservatives https://t.co/hPVpg998Dl
2022-10-31 09:34:17+00:00,IvesXr,1,Twitter for iPhone,@bmay @RishiSunak He’s being advised by @Shell and paid for of course. It’s called corruption
2022-10-31 09:34:16+00:00,marytait2,2,Twitter Web App,"@RishiSunak @LulaOficial When are you planning on doing something about Braverman and the UK security, the immigrants in poor conditions, do you have a clue about being PM or is it just an ego thing for you Tories."
2022-10-31 09:34:16+00:00,lainedaisey,3,Twitter for iPhone,Is it true @RishiSunak is doin a uturn over #COP27 ? Is it cause @NicolaSturgeon is going?  Can’t have that now can we?? Un bloody believable!  Or is so BoJo the clown doesn’t go? Either way it’s pathetic!
2022-10-31 09:34:11+00:00,boris_backing,1,Twitter for Android,@bmay @RishiSunak Total waste of time. There is no climate crisis.
2022-10-31 09:34:09+00:00,manclesley,1,Twitter for Android,"@DrHoenderkamp @RishiSunak Oh dear he we go #Conservativeparty #Conservativepartymps  always back tracking to the minority , thank goodness I've decided not to vote #Conservativeparty again like #neverlabour"
2022-10-31 09:34:08+00:00,youngest_office,1,Twitter for Android,@RishiSunak Never been interested in UK politics. But Rishi Sunak is incharge so we dive with him.
2022-10-31 09:34:08+00:00,michellecdicke1,0,Twitter for iPad,"@Gerashchenko_en @BWallaceMP @JamesCleverly @RishiSunak @Tobias_Ellwood @BWoodward_UN I may be naive but surly to god something can be done,Russia’s bombing civilian target’s AGAIN,War Crime!Putin has no justification for this action NONE, close 🇺🇦skies now,stop Putin"
2022-10-31 09:34:08+00:00,HistoryUnter,1,Twitter Web App,"@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab they have no intention of stopping it
They simply want to fuck our lives over as much as they can"
2022-10-31 09:34:03+00:00,earsjonny,0,Twitter for iPhone,@RishiSunak @LulaOficial Democratic? Don’t make me fkin laugh!
2022-10-31 09:33:59+00:00,JobsenGroth,2,Twitter Web App,Trevor Noah. Disgraceful gaslighting over Rishi Sunak and the UK.
2022-10-31 09:33:57+00:00,Brad03027204,1,Twitter for Android,"Bias in Whitehall..
Do you believe @RishiSunak should have a clean out of civil servants like Elon musk did with twitter"
2022-10-31 09:33:56+00:00,darley_susan,0,Twitter for iPad,@RishiSunak @LulaOficial #GeneralElectionNow
2022-10-31 09:33:55+00:00,SkyNews,354,Wildmoka,"BREAKING: Prime Minister Rishi Sunak and his wife Akshata Murthy meet Royal British Legion fundraisers outside Downing Street.

Latest 👉 https://t.co/jUh3qMgZ1n

📺 Sky 501, Virgin 602, Freeview 233 and YouTube https://t.co/MHuJsSM5ol"
2022-10-31 09:33:54+00:00,Muncha69420,4,Twitter for Android,"Great thread on Rishi Sunak &amp; the Hinduphobia targeted at him. Worth a read.

#Hinduphobia https://t.co/kfiqpj7TCX"
2022-10-31 09:33:48+00:00,MartinC99446820,1,Twitter for Android,"@JohnnieBurdette @DrHoenderkamp @RishiSunak Have you researched the manufacturing processes used for creating solar panels and wind turbines. No, looks like you haven't, otherwise you wouldn't have written this tweet."
2022-10-31 09:33:44+00:00,movinghousedjs,0,Twitter for Android,@RishiSunak @10DowningStreet @LulaOficial Duplicitous #WEFpuppet. Turning back on pledges galore.
2022-10-31 09:33:44+00:00,vikramsarna30,0,Twitter for Android,@BBC @BBCNews @BBCWorld due to your distorted reporting the Hindus of UK are protesting. @RishiSunak is your PM and UK need him for your revival. I wonder how much support can RS gather from BBC as you are anti Hindu. Going against Hindu would be like punishing your economy https://t.co/5wo09E4X8p
2022-10-31 09:33:44+00:00,DaperReptilian,0,Twitter for iPhone,@RishiSunak @LulaOficial Is this a hint at the UK joining B.R.I.C.S?
2022-10-31 09:33:40+00:00,DaveEnglish123,3,Twitter for iPhone,"@Conservatives @RishiSunak @SuellaBraverman @UKParliament 
Anarchy will come we’ve had enough @GBNEWS @TalkTV @JuliaHB1 @Iromg https://t.co/vYE2WitnFP"
2022-10-31 09:33:30+00:00,dawknobs,0,Twitter Web App,"@LordLucasCD @RSPBEngland @CarolineLucasMP @RishiSunak 'Turds' are what are tending to surface more frequently these days, unfortunately - hence quite a suitable knee-jerk reaction. And they ARE lying - on the surface of our waters."
2022-10-31 09:33:25+00:00,HPIAndyCowper,1,Twitter Web App,"Still can't believe people thought I was joking that #SimonBurns4SOS #LordChelmsford should have been the next leader of the Conservative And Unionist Party.

How have Theresa May, Boris Johnson, Liz Truss and Rishi Sunak been working out, then?"
2022-10-31 09:33:24+00:00,StuntRider,3,Twitter for iPad,"@RishiSunak @LulaOficial He’s promised to stop and to reverse the de-forestation of the rain forests.
How about you, what are your commitments?
Still not planning on attending COP or allowing the King to?"
2022-10-31 09:33:23+00:00,Nottsstargazer,0,Twitter for iPhone,@DrHoenderkamp @BernieSpofforth @RishiSunak Has he not learned anything from Boris or Liz! Give in to bullying media and he’ll be bullied on every single decision… until they get their way.
