Date,User,Number of likes,Tweeted from,Tweets
2022-10-27 08:02:24+00:00,Busines65959783,0,WordPress.com,UK economy’s latest headache is rising business borrowing costs https://t.co/5PpzdxuPsa
2022-10-27 08:02:09+00:00,cuprice2,1,Twitter Web App,"@AlistairManhire @WBATDM @DT58EFC @Vender2k10 @BiffBean @mrjamesob Whether or not the UK economy has tanked, over the decades, the well-being of the citizens has declined, the growth of the 'economy' or un-tanked economy, has 'trickled' not enough to too many individuals from this ""tank"", thus poverty and inequalities are rising.  &lt;= key lesson https://t.co/ePf0thchrQ"
2022-10-27 08:02:09+00:00,Marian__Kennedy,0,Twitter for iPad,Much bad news for the future of the plunging UK economy this morning. Hold on… Probably don’t spend anything. And then what? In our consumer driven market.
2022-10-27 08:01:02+00:00,falistomusic,0,Twitter for iPhone,"@campbellclaret Pound is strong again ! The markets is confident ! The uk economy will be strong again ! That is what matters to the working class people !! 
Good job @RishiSunak ! Hatred is always unhappy !"
2022-10-27 08:00:37+00:00,WharfFinancials,0,Sendible,"The latest UK economy, property and lender news.
https://t.co/c3Aij49jmu 
Go to https://t.co/XP1DjN4scR  to subscribe, #propertyinvestment #propertydevelopment #economy https://t.co/b5cCcKiQ3C"
2022-10-27 07:57:38+00:00,JeffHough14,1,Twitter Web App,"@snowleopardess @SkyNews Didn't he say the same thing about Kamikwaze? 
Just befor he tanked the UK economy? Us mere mortals just don't understand such geniuses, that includes practically every government and economist in the western world. Apart from Patrick Minford of course."
2022-10-27 07:57:13+00:00,arshellahi,0,Twitter Web App,"UK Property || Economy Update - Rishi Sunak Will Save The UK Economy

Want to know how? Watch the whole video at 4 pm today on my YT Channel:  https://t.co/GBiz4491Xr

#fulltimeproperty #dealsourcing #passiveincome #propertyinvestment #propertyinvestor #ukproperty https://t.co/gTbHQ0s4rS"
2022-10-27 07:54:47+00:00,filmy_spark,0,IFTTT,Sunak Delays UK Economy Plan to Nov. 17 to Allow for Decisions – Bloomberg https://t.co/tMcTS79zXB
2022-10-27 07:51:54+00:00,thewesocietypod,0,Twitter Web App,"Episodes drop every Monday, with future guests including Professor Ann Phoenix, Greg Clark and @sundersays. In season two, we're covering the big issues ranging from the UK economy, to the future of cities, and reforming the NHS. https://t.co/2zgmPmtPT8"
2022-10-27 07:51:54+00:00,iamwhoisme,0,Twitter Web App,@SashoTodorov1 @BretDevereaux This is why I don't get why we wont sign that trade deal that they were hoping to get post-Brexit. It seems like it's very much in our interests in having the UK economy not crater.
2022-10-27 07:50:41+00:00,GeorgeDibb,20,Twitter Web App,"And its not just Shell and BP - Buybacks are up across the UK economy

Share buybacks are at record levels in 2022: FTSE 100 companies have already announced £46.9bn so far in 2022

Dividends &amp; buybacks are⬆️30% in Q2 than the previous peak in 2018 rebounded 3x since the pandemic https://t.co/u0d8t9oncY"
2022-10-27 07:48:15+00:00,BloombergUK,8,Twitter Web App,"Also in today’s London Rush ⬇️

• Lloyds warns of a darkening outlook for the UK economy
• Bumper profit for Shell likely to reignite windfall tax debate
• Unilever expects more price pressure

https://t.co/LpRWVLEsiS"
2022-10-27 07:47:07+00:00,Stanthorpe3,2,Twitter Web App,"@RishiSunak @vonderleyen Rejoining the Single Market would be profoundly beneficial to the UK economy. 4% growth, lower inflation due to less skill shortages &amp; a solution to NI problems is right there, waiting at the door."
2022-10-27 07:45:32+00:00,DocRichard,3,Twitter for iPad,"Allowing them to work would increase, not decrease, their contribution to the UK economy.

Meanwhile, Govt fails to look at the causes of migration, but focuses only on a Daily-Mail based rejectionist approach"
2022-10-27 07:39:38+00:00,teachertwit2,0,Twitter for iPhone,"@ziggy6769 Go figure

Sunak gambled on the stock market, made a lot of money and help crash the UK economy 

His wife is a multi billionaire and he’s being PM because he loves us

Go figure 🤡"
2022-10-27 07:39:16+00:00,aishagani,2,Twitter Web App,"Lloyds now expects the UK economy to shrink 1% next year, with house prices falling 7.9%. Its worst-case model assumes a crash of almost 18% in house values: https://t.co/6ojnYYCfwg"
2022-10-27 07:38:49+00:00,DonnaParkerbarr,11,Twitter for iPhone,⁦@StafflineIre⁩ are looking forward to an informative morning at the Chief Executives Club breakfast event “The outlook for the UK Economy” in the beautiful surroundings of ⁦@QUBManagement⁩ Riddel Hall https://t.co/Kihkd1O2Lt
2022-10-27 07:36:43+00:00,tom_maccoy,0,Twitter for Android,@afneil The same 'grown ups' who all were part of the cabinet that forced the truss budget disaster on the British people..and the same 'grown up' that was the Chancellor who left the UK economy so fragile that even the mention of a tax cut puts the UK bond market into a tailspin..🙄🙄🙄
2022-10-27 07:36:08+00:00,StFilansDream,17,Twitter for iPad,"Yesterday in their diet of tabloid trivia, the focus of #bbcgms wasn’t serious Qs about the UK motor industry, it was: “what was your first wee car?” Oh what fun as they distract you from UKGovt failures to build the UK economy with a menu of SNP/Scotland bad &amp; silly wee stories https://t.co/qg65BhOkDU"
2022-10-27 07:34:55+00:00,Danbox14,0,Twitter Web App,"@Jacob_Rees_Mogg You and others with your right-wing agenda have destroyed the UK economy, placing financial burden on hard working families paying a premium on their mortgages from gross fiscal mismanagement by UK Gov. Would you @trussliz @KwasiKwarteng"
2022-10-27 07:34:53+00:00,BMacfhearghuis,0,Twitter for iPhone,@Douglas4Moray Nonsense man retweets nonsense news item from nonsense paper. Whilst the UK economy burns due to the nonsense right wing ideologically driven economic nonsense adopted by his party at the behest of its donors.
2022-10-27 07:29:54+00:00,iShujaAhmedCh,0,Microsoft Power Platform,"#UK PM RSunak who has delayed the announcement of a keenly awaited plan for repairing the country's public finances, is considering tax rises and major public spending cuts

https://t.co/E7DWluB64l

#UKeconomy #RishiSunak https://t.co/RDRbJrheSQ #UAE #Dubai #DXB"
2022-10-27 07:29:18+00:00,manslaper,0,Twitter for Android,@Femi_Sorry . The UK economy has higher predicted growth than the EU?
2022-10-27 07:28:34+00:00,AlFraser13,0,Twitter for iPad,Excellent reminder that National Debt is a good and necessary thing. The UK economy is NOT a household budget! https://t.co/1FuUFxSud6
2022-10-27 07:26:03+00:00,travelweekly,2,dlvr.it,Travel trade banks on new PM to bring stability to turbulent UK economy https://t.co/KJr35pwikQ
2022-10-27 07:25:10+00:00,Brian_Makwara,1,Twitter Web App,"an increase to more than 5.25% will ruin the UK economy, here in Zim USD loans are in excess of 11% which in itself leads to unintended consequences"
2022-10-27 07:23:47+00:00,DaveH40126317,1,Twitter for Android,"@truemagic68 The issue isn't whether the rest of the G7 are going into recession or not, its the UKs ability to weather this global recession after 12yrs of mismanagement of the UK economy. Your assertion its happening to others would be more realistic if we hadn't imposed Brexit on ourselves"
2022-10-27 07:22:19+00:00,CarmarthenMark,0,Twitter for Android,"@Councillorsuzie @SuellaBraverman Don't drag the rest of the UK population into your racist fantasies. Immigration is the only thing that's kept the UK economy afloat over the last few years, end it and Great Britain will crash and burn faster than one of Boris Johnson's promises."
2022-10-27 07:21:43+00:00,kenmckelvey224,2,Twitter for iPhone,"The mess the Tory Government have made of the UK economy no comments made by the Tory Media , another thank you for Brexit, The Union of Tax Dodgers United ,  God Help the UK working people, 🙏 https://t.co/4UKCvZX7Bj"
2022-10-27 07:20:14+00:00,stephenbrooksUK,0,Twitter for iPhone,"I read somewhere (not sure if true) that Dr Who is worth more to the UK economy than the fishing industry.

Extraordinary, and kudos to the BBC for bringing it back all those years ago https://t.co/332BShYyVb"
2022-10-27 07:18:38+00:00,AllFilesNews1,0,All Files & News,Brexit's epicentre: London's financial services sector and its place in the UK economy | British Politics and Policy at LSE https://t.co/uL9cemwc7B
2022-10-27 07:16:53+00:00,aishagani,1,Twitter Web App,New: Lloyds missed analyst estimates in the third quarter after the lender took charges for bad loans while warning of a darkening outlook for the UK economy https://t.co/OS0Y6yHdsU
2022-10-27 07:10:55+00:00,FinanceDirCFO,1,Twitter for Android,"@wildonion All areas of education need a considerable amount of work, but maintaining the arts and cultural sector, which creates billions for the UK economy, isn't going to happen if everyone is made to do ""cyber"", that's for sure.

FE in particular desperately needs proper funding..."
2022-10-27 07:10:23+00:00,SteffiLewisUK,0,Buffer,Can Rishinomics Repair The UK Economy? | #Rishinomics #UKeconomy #SME #Accountants #MiltonKeynes #UK | follow @rogereddowes for more | https://t.co/jISjWG4r62 https://t.co/MeOu2l4qkw
2022-10-27 07:06:44+00:00,1_pye,1,Twitter for Android,"@DCBMEP Aye, try employing them so they can support the UK economy and pay taxes"
2022-10-27 07:00:10+00:00,SmithScotland,1,Twitter for iPad,An American view on how the Tories rapidly trashed the UK economy from Margaret Thatcher onwards.  https://t.co/E5SpF1nN7K
2022-10-27 06:57:14+00:00,mw58045376,1,Twitter for Android,Tuffton Street wonk @julianHjessop funded by putin to undermine the uk economy https://t.co/8uZh33vm6V
2022-10-27 06:53:22+00:00,paulf774,0,Twitter for Android,@SteveRulesAll01 @0xB0D @Rob_Kimbell This is like the OBR 'assuming' 4% hit on UK economy as a result of Brexit.
2022-10-27 06:52:28+00:00,PiQCommentary,0,IFTTT,"💡 Blain's Morning Porridge - Financial Commentary for Smart People 

The UK Economy – Austerity or time for a Reset?

via @HarksterHQ on https://t.co/8myZz8ihOp

 https://t.co/tlFCwY582s"
2022-10-27 06:50:02+00:00,YourChoiceUK,0,Twitter Web App,"Listen to this aggressive, assumptive interviewer seeking to push the Tory Agenda and avoid allowing the Tories to be seen as responsible for the collapse in the UK economy and avoiding obvious means of rectifying the downward spiral into debt and more cuts. https://t.co/5JCrpuqFYq"
2022-10-27 06:47:52+00:00,TheGrumpyTechn1,1,Twitter for iPhone,"@prospect_uk @Andrew_Adonis I wouldn’t quite go that far. The cold harsh bite of reality has set in and the UK economy is f**ked. If anything it countering populism, it’s that."
2022-10-27 06:46:00+00:00,Vernilley,1,Twitter for Android,@DoddyDodd1 @TalkTV @JuliaHB1 Skills?. They've arrived on a boat through illegal channels they've hardly come here to escape persecution in their homeland and offer much needed skills to the UK economy
2022-10-27 06:45:27+00:00,khaleejtimes,1,Twitter Web App,"#UK PM @RSunak who has delayed the announcement of a keenly awaited plan for repairing the country's public finances, is considering tax rises and major public spending cuts

https://t.co/HSFSBY8PkT

#UKeconomy #RishiSunak https://t.co/6rqCMLuBt9"
2022-10-27 06:44:27+00:00,PoliticsAbbey,1,Twitter Web App,"@afneil The recent chaos was not a direct consequence of Brexit, but Brexit is playing its part with the current economic difficulties. No amount of trade deals with other countries will make up for the reduction in trade with the EU. UK economy has declined to 70% size of Germany's"
2022-10-27 06:41:22+00:00,BloombergUK,6,SocialFlow,"""The current environment is concerning for many people"": Lloyds Bank warns of a darkening outlook for the UK economy https://t.co/lcOq963Wkh"
2022-10-27 06:41:10+00:00,flackcannon88tw,0,Twitter Web App,Brexit crippled the UK economy – Liz Truss just made it worse | Economic... https://t.co/mE7PpC2y7S via @YouTube
2022-10-27 06:37:18+00:00,michaelcarley,0,Twitter for iPhone,@robertgmack @KrestenRasmusse @HeleneBismarck I live in the UK. It’s a shit hole. The UK economy is bigger because of a few thousand people trading in the markets. The rest of the people are living life on the edge of an abyss.
2022-10-27 06:32:39+00:00,PaulWelters,0,Twitter Web App,@EdConwaySky Much talk of the total value of vehicles produced but no indication of the profit margin or indeed where those profits end up and tax is paid. How can the real value to the UK economy be assessed without those figures?
2022-10-27 06:28:34+00:00,Ferdy_Magellan,0,Twitter for Android,"“These cascading crises are a major danger to the functioning of the UK economy, and to society – that’s why this is a serious risk to national security."
2022-10-27 06:17:50+00:00,aartiinaagpal,2,Twitter for iPhone,"The difference between 
BRITISHERS RULED INDIA &amp; INDIAN DELIVERING POSITIVITY TO FAILED UK ECONOMY
No, you can’t DIVIDE  and RULE,
You divide &amp; YOU FAIL
KARMA 
ITS NOT EVEN 75 yrs.&amp; here we are
I don’t want to add more names
THIS IS ENOUGH.
“PROUD TO BE INDIAN “
#RishiSunak https://t.co/33gD6IEYJs"
2022-10-27 06:17:36+00:00,gareth0108,0,Twitter for iPad,you’re getting your wish Moylan the UK economy used to be 90% of Germany’s now its 70% and falling https://t.co/Hw9i2Vwhc1
2022-10-27 06:12:12+00:00,chrismayLU,4,Twitter Web App,"Here's @AeronDavis1 on the final surfacing of the #financialservices (malign) influence over the UK economy... they've got one of their own into No.10 with #RishiSunakPM;
as his 'actions speak louder than words', watch how the Square Mile benefits!
https://t.co/Sp2J89FtHl"
2022-10-27 06:06:10+00:00,flyingboomerang,4,Twitter for iPhone,"@_itsAliP_ @chell64989324 @Knowlesitall Where’s your official source? Point is H&amp;MM wedding supposed to bring in tourists &amp; tourist spending. They actually drove tourists away!😂

Instead of making positive impact to UK economy their wedding didn’t attract tourists &amp; caused £1.7 billion pound drop in tourist spending. https://t.co/xGyPwBBMZE"
2022-10-27 06:05:10+00:00,ZSchneeweiss,2,Hootsuite Inc.,UK economy’s latest headache is rising business borrowing costs https://t.co/l4NxltE1KT via @irinaanghel12 https://t.co/My3tG3WoWQ
2022-10-27 06:01:08+00:00,vmjolt,0,Twitter Web App,"@MaltTaster @BrechinYes2 And i wonder what the no voters thought the pound would be worth when they voted last time.  You all talk about the currency issue like the UK economy is stable but even when it wasn't tanking, any perceived growth hasn't been benefiting the general population for decades."
2022-10-27 06:01:07+00:00,DigiCatapult,2,Hootsuite Inc.,"💡Photonics technology is crucial to economic growth, supporting a wide array of industries, including lighting, defence, energy, and transport.

🔓Digital Catapult's Photonics expert explores how the technology can unlock value across the UK economy here: https://t.co/UG2fYbcl7B https://t.co/YsFIX8Ks18"
2022-10-27 05:55:30+00:00,dabson69,0,Twitter for Android,"@RishiSunak @vonderleyen Why not start by rejoining the EU? The UK economy was at circa 90% of Germany's before Covid, now it's 70%. Not great is it?"
2022-10-27 05:55:19+00:00,MarcTierneyNews,1,Twitter for iPhone,"If you want to give the UK economy a fighting chance, rejoin the single market. Make the silliness stop. https://t.co/xUiELBM3Gd"
2022-10-27 05:53:28+00:00,joebloggss104,0,Twitter for iPhone,@RishiSunak @vonderleyen Meanwhile the uk economy is being crippled
2022-10-27 05:53:12+00:00,imkunaal02,0,Twitter for Android,- He also has plans to issue a 'Central Bank Digital Currency in the UK economy in the coming few years.
2022-10-27 05:50:16+00:00,sallydipple,11,Twitter for iPhone,@FlowerP79667758 That’s because she trashed the UK economy and was utterly crap. People tend not to like that sort of thing. The way she and Kwarteng treated the country was shameful. Like their personal political lab.
2022-10-27 05:45:59+00:00,RobertM42723380,15,Twitter Web App,@VFreedoms Those who have not contributed to the UK economy should get nothing.
2022-10-27 05:38:50+00:00,moneycontrolcom,5,Twitter Web App,"#MCProOpinion: While Rishi Sunak inherits an economy in crisis, the fact is that the UK economy has been on a downhill ride for decades.

Read more 👇
https://t.co/jJpKFb6AZe

by Manas Chakravarty | #RishiSunak #UKEconomy"
2022-10-27 05:35:44+00:00,SeanFionn,0,Twitter for iPhone,UK Economy’s Latest Headache is Rising Business Borrowing Costs  https://t.co/JNXRjOvVXW
2022-10-27 05:28:58+00:00,HgateBoi,0,Twitter for iPhone,"@GregHands Your problem, the UK had a fantastic, world beating trade deal as part of the EU. A bunch of misguided Tory fools decided to take it away causing economic destruction &amp; shrinkage of the UK economy. Now they seek to lie &amp; blame others for their actions. #GeneralElectionN0W"
2022-10-27 05:27:14+00:00,cleanandgritty,3,Twitter for Android,Metaverse is to Facebook as Brexit was to the UK economy
2022-10-27 05:10:57+00:00,flyingboomerang,7,Twitter for iPhone,"@_itsAliP_ @chell64989324 @Knowlesitall Actually, year H&amp;MM got married UK economy lost over £1.7billion in tourist spending vs in 2017. H&amp;MM wedding actually contributed to 3% dropped in tourist visit &amp; 7% dropped in tourist spending. This is from Office of Nat’l Statistics govt depends on, not tabloid speculations.👇 https://t.co/DbZoXkmcX4"
2022-10-27 05:02:40+00:00,Weavers_john,6,Twitter Web App,"@ChidiObihara @GreeningPutney @AndrewPRLevi During the financial crisis Australia had a government which provided fiscal support (borrowed) rather than austerity and a stable, regulated banking system. By the time the UK economy was restored to its 2007 GDP levels (the end of 2012) Australia's economy had grown 15.5%."
2022-10-27 05:00:47+00:00,oakshavings,0,Twitter for iPhone,@Philsoccer3 @ChrisManuell @cjsnowdon If I knew that I might be a rich man!😁 But it is mainly tied to Putin and his clutch on our oil/gas supplies. Also however depends on £-$ rate so we need our hapless gov to stop dicking around and start performing for the uk economy to stabilise.
2022-10-27 04:59:59+00:00,BEERG,3,Twitter Web App,"@mrjoelclark The Tories' problems are not about people. They are structural, an unwillingness to admit that Brexit has, and continues to, seriously damage the UK economy. The party is an unstable coalition that will continue to self-destruct."
2022-10-27 04:56:44+00:00,POCX100,1,Twitter for iPad,Why the Costs of Brexit Keep Growing for the UK Economy https://t.co/ZNrWO68Xnh via @YouTube
2022-10-27 04:38:54+00:00,0harekrishna0,0,Twitter Web App,"-  He also has plans to issue a ‘Central Bank Digital Currency in the UK economy in the coming few years.

2/3 https://t.co/7plbpJPn2E"
2022-10-27 04:38:25+00:00,snehashrins,1,Twitter for Android,Rishi Sunak will not be tired of showing of his Britishness... He has to !Cunning Britishers will not hesitate to try to dump him asa the UK economy comes on track...
2022-10-27 04:37:06+00:00,tellmetimes,0,dlvr.it,UK Economy's Latest Headache is Rising Business Borrowing Costs https://t.co/PuC6YZhcGa
2022-10-27 04:37:04+00:00,ronmc1,0,dlvr.it,UK Economy's Latest Headache is Rising Business Borrowing Costs https://t.co/kJ4PCaF8ix
2022-10-27 04:34:34+00:00,revahillsmarket,0,Feeder.co,UK Economy's Latest Headache is Rising Business Borrowing Costs https://t.co/3a81RMqp1t
2022-10-27 04:30:18+00:00,KenLitt71502711,0,Twitter for iPhone,@thejamesmax @TalkTV James your notion is idiotic People wanting sexual favours or drugs are too blame for the illegal immigrants 🤷‍♂️ that’s like saying Bankers are saving the UK economy 🤷‍♂️
2022-10-27 04:14:31+00:00,RajeshR78520278,4,Twitter for Android,@RishiSunak Sir great to see you performing your religious rituals openly. All Indian political parties except BJP should follow you how to celebrate their faith religious rituals without worrying about their vote banks. I am sure under your leadership UK economy will revive.
2022-10-27 04:06:56+00:00,Timbassett,3,Twitter for Android,@heywoodbill @Titus_VIII @KieranPAndrews The BoE is run for the City not the UK economy as a whole
2022-10-27 04:05:49+00:00,hemank_sharma_,0,Twitter Web App,"-  During his tenure as the finance minister, he had planned to turn the UK into a Crypto hub. 
-  He has also proposed the Roya Mint issue NFTs collection.
-  He also has plans to issue a ‘Central Bank Digital Currency in the UK economy in the coming few years."
2022-10-27 03:58:47+00:00,sanoc720,1,Twitter for Android,"@warispathan One kallawa pehnene se nahi PM Bana burbak , he is from Stanford, worked for Goldman Sachs, knows in and out of UK economy,  understand thongs very fast.. hijab se nahi hoga, padhai likhai intelligence chahiye"
2022-10-27 03:58:15+00:00,NoNoticeHobbit,0,Twitter for Android,@JonesyFay Destroyed UK economy for years to come. 2/2
2022-10-27 03:53:24+00:00,AllFilesNews1,0,All Files & News,General election: Brexit 'offers chance to reboot UK economy' - BBC News https://t.co/EepynSE70i
2022-10-27 03:50:53+00:00,jonathonnunan,1,Twitter for Android,@BridgeMuir Is that like how the UK economy is going down the gurgler the other way around?
2022-10-27 03:49:34+00:00,VincentJCurtis1,1,Twitter Web App,@GreenpeaceUK @Jacob_Rees_Mogg As dead as the UK economy.
2022-10-27 03:46:29+00:00,rojaa220,0,Twitter for iPhone,"@PChidambaram_IN @IndianExpress Respected Sir,u being  my well wisher,without ur consent,out of anxiety and love,I have high lighted ur talent and knowledge to the new PM/UK (though I’m small retired banker )to utilise u in the process of re- building UK economy back to glory.I done lot as banker at Karaikudi ."
2022-10-27 03:40:57+00:00,rojaa220,0,Twitter for iPhone,"@Swamy39 Respected Sir / Ji / u being son of my soul nd My well wisher, without ur permission, out of anxiety and love,I have high lighted ur talent and knowledge to the new PM / UK , ( though I’m small retired banker )to utilise u in the process of re- building UK economy back to glory."
2022-10-27 03:39:24+00:00,NeilMc12,0,Twitter for Android,"@rharris334 Your Sunak's Truth Bomb article doesn't mention a major factor, Brexit; 2 - 5% reduction, UK economy relatively smaller than Germany since 2016 (90-70%), Labour shortages. Brexit, a slow burn but published stats seem all bad. 
Sunak's Charter cities? Pie in the sky."
2022-10-27 03:30:57+00:00,sriramprasann15,5,Twitter for Android,@KimutaiEnock @ThisIsAfricaTIA This witch will now does his best to save UK economy
2022-10-27 03:25:39+00:00,SteveGhostwords,2,Twitter for iPhone,@TheDailyShow I have no problems whatsoever with Sunak’s ethnicity; my main concerns lie with his repeated refusal to shoulder any of the blame for helping derail the UK economy whilst Chancellor and transparent intentions to introduce a Chinese-style ‘social credit’ system via CBDC.
2022-10-27 03:25:00+00:00,drjknanda,0,Twitter for iPhone,"Will have to take 'very difficult decisions': Sunak on UK economy 
https://t.co/dGroRDHoB7"
2022-10-27 03:22:12+00:00,whatsn2day,0,WordPress.com,Is the UK economy heading for stability or more trouble? TiM podcast https://t.co/O5gnbDwHp6
2022-10-27 03:22:10+00:00,9Breakingnew,0,WordPress.com,Is the UK economy heading for stability or more trouble? TiM podcast https://t.co/G5eq2HbQr7
2022-10-27 03:22:06+00:00,9_breaking_news,0,WordPress.com,Is the UK economy heading for stability or more trouble? TiM podcast https://t.co/C3uHEgIocV
2022-10-27 03:08:21+00:00,KGJW1,0,Twitter for iPhone,@sophielouisecc Fracking will only undermine further the UK economy.. best trial a pilot near you !
2022-10-27 03:01:33+00:00,DanielV43370881,1,Twitter Web App,"So now we have a super rich guy as a Primer Minister in the UK. I cant believe Lizzy only lasted 45 days. The Russia-Ukraine conflict really fucked everything in UK, economy, politics, etc."
2022-10-27 02:51:33+00:00,SusanCa71410716,3,Twitter Web App,Why the Costs of Brexit Keep Growing for the UK Economy https://t.co/WuD9M88ORJ via @YouTube When British Government Lie The Truth Is in Plain Sight
2022-10-27 02:49:07+00:00,EastAsiaInvestr,1,Twitter for Android,@LadyDetectives1 WEF operation fully underway to destroy the UK economy
2022-10-27 02:43:16+00:00,TheOptionPlaner,8,Twitter for iPhone,"@StraddleOption He already made a fortune
Handled big pandemic as a chief secretary treasury which saved UK economy 
Believe in his roots.

But you still believe in RG who born with a golden spoon and no own achievement in life 😜"
2022-10-27 02:31:45+00:00,periwinklebluey,0,Twitter Web App,"@mkatju And you are worried about UK economy. Amen!
https://t.co/US6mrV0Y50"
2022-10-27 02:19:04+00:00,LeftyCricketer9,0,Twitter for iPhone,"@DivaJain2 @prasannavishy 3B pounds not dollars, but still chump change for a 3+ Trillion UK economy"
2022-10-27 02:11:34+00:00,businessupturn,0,Business Upturn,"The UK Economy Explained

https://t.co/LdTwWC8jbZ"
2022-10-27 01:46:34+00:00,Yagneswaran,6,Twitter for Android,When the going gets tough the job gets outsourced to an Indian #RishiSunak #ukeconomy
2022-10-27 01:42:01+00:00,CleanseExpert,0,Twitter for Android,@marklevinshow Italy has terrible inflation. The UK economy is a mess and suffers high inflation this year. Neither this POTUS nor the last one has decision making powers in either country. Blame is an ignorant move. Ride it out and pray.
2022-10-27 01:37:37+00:00,BarryKelly9,0,Twitter for Android,@RishiSunak You have been responsible for the UK economy for 3 years and your government for 12. FRO.
2022-10-27 01:34:15+00:00,CleanseExpert,0,Twitter for Android,Italy has terrible inflation. The UK economy is a mess and suffers high inflation this year. Neither this POTUS nor the last one has decision making powers in either country. Blame is an ignorant move. Ride it out and pray.
2022-10-27 01:29:02+00:00,indycelt2,4,Twitter for Android,"@rafferty_nigel @itvpeston @Peston @AngelaRayner They have, but reject it on the grounds that it involves FoM amd their right wing anti immigration pro brexit voters won't stand for it...and there are plenty of them out there. Folk who'd rather trash the UK economy and reputation than allow FoM...taking back control, remember?"
2022-10-27 01:06:05+00:00,hathawayjapan,0,Twitter Web App,"That praise stopped when Liz's supply-side agenda of tax breaks for the rich crashed the UK economy, making her the shortest-serving PM in UK history.🙄

Here are some examples of Fox ""experts"" heaping praise on her economic plan, which they equated to the Republican one.
/2"
2022-10-27 01:04:44+00:00,jenkspl64,0,Twitter for Android,Here is an example of ignoring the economics of trade and the huge negative impact on the UK economy of Brexit and simplifying down to personalities. https://t.co/ZPDgLpSEVo
2022-10-27 00:21:56+00:00,Adggsdasa,0,Twitter for Android,@RishiSunak Many old faces in your cabinet. I hope they will not fail you and can deliver what you are about to set to bring the UK economy back on track.
2022-10-27 00:21:45+00:00,ORooster,0,Twitter Web App,"@MALGIS31 @abigguitar @MorganFoxfire @timruss2 Grow up.  Liz Truss almost destroyed the entire UK economy with her rich person tax cuts.  They weren't even implemented yet, but the damage they would cause was so obvious, the pound crashed and the UK's entire pension fund was going to collapse.  All because of conservatism."
2022-10-27 00:19:06+00:00,jonatha086297,1,Twitter for iPhone,@0xB0D @Rob_Kimbell The UK economy has not been doing badly since Brexit.
2022-10-27 00:15:45+00:00,Uncoolnerdguy,8,Twitter Web App,"@NewMexicoGOP @GovMLG She's correct &amp; you are not

You tried to overthrow the government &amp; engaged in a fake electors scheme. Nobody should vote for any NM GOP candidates. Besides, your economic plan is the same one that crashed the UK economy in 4 weeks. 

The NM GOP is bad for business. Bad for NM"
2022-10-27 00:10:20+00:00,sarah_r_UK,3,Twitter for iPhone,"@Gabron10 @mulattochic84 @sirkissyfur Oh they just bring 100s of millions of £ to the UK Economy every year through tourism &amp; television deals. I’d be happy if it’s just that. I’m lucky that I have a wonderful life in the UK &amp; what they represent isn’t ‘Unobtainable’, it’s how to live with grace. Think about that 😊"
2022-10-27 00:09:28+00:00,LeonieGreene,1,Twitter for Android,"@afneil The grown ups recognise what a disaster #Brexit has been for the UK economy. It's a ""chorus"" internationally because our folly is so universally obvious."
2022-10-26 23:53:30+00:00,OrussellRussell,0,Twitter for Android,"@WBrettWilson Hey Brett, how do you explain a conservative government destroying the UK economy?"
2022-10-26 23:50:38+00:00,dabodabodo,0,Twitter for iPhone,Reduce or eliminate Sunday trading limitations. Low hour workers could gain access to more optional work hours and it would be a net increase in commerce for the UK economy. @RishiSunak
2022-10-26 23:44:38+00:00,GremlinDaft,0,Twitter for Android,@LilithLovett Sounds like a metaphor for what he did to the UK economy.
2022-10-26 23:37:00+00:00,kadaji2402,1,Twitter for iPhone,@lionheartleojai Rishi will screw the UK economy for his greed
2022-10-26 23:33:51+00:00,naeemgondal100,0,Twitter for Android,Which party can sort out the UK Economy.
2022-10-26 23:22:20+00:00,ZahidNaumaan,0,Twitter for iPhone,"@mllichti @ramsfan55 @andyfwwrench @Uptheleft @TheStalwart Can’t compare the 2, US had a much lower debt burden, it was far more productive and there was much more demand for UST’s hence they came down, the UK economy is completely different with floating mortgage rates and it’s far less productive. You can’t look at yields in isolation."
2022-10-26 23:09:27+00:00,Frances_Coppola,5,Twitter for Android,"@lugarou16 @TheStalwart Extra borrowing wouldn't have been inflationary if the economy was capable of growing sufficiently to keep debt/GDP under control. But the UK economy is near full employment, has labour shortages, immigration restrictions and binding resource constraints. It can't grow like that."
2022-10-26 23:04:19+00:00,drrobertmiller,1,Twitter for iPhone,@GarthB40461897 @RodBluh @mrjamesob I too am so grateful for the conservatives for crashing the UK economy. The UK is full of bargains for us transplanted Brits but I will wait a few months for the  house price crash caused by interest rate increases before buying.
2022-10-26 23:00:02+00:00,bugleboy12,1,Twitter for iPhone,@jamiegreeneUK Due to Tory mismanagement of the uk economy and austerity as well as the rise in inflation that reduces the value of money
2022-10-26 22:54:08+00:00,AllFilesNews1,0,All Files & News,Is UK economy really as strong as the government says it is? | British Politics and Policy at LSE https://t.co/IqctG0I0l5
2022-10-26 22:52:04+00:00,tellmetimes,0,dlvr.it,Rishi Sunak and the UK economy showdown https://t.co/7t8XmWgSfW
2022-10-26 22:52:03+00:00,ronmc1,0,dlvr.it,Rishi Sunak and the UK economy showdown https://t.co/NlqLfvX2vJ
2022-10-26 22:50:07+00:00,Writerer,3,Twitter Web App,@danielmgmoylan Because war in NI and the absolute collapse of the UK economy and standing as a nation would be your preferred option..?
